"id";"type";"energy";"usage";"usagenet";"createdat";"startdate";"enddate";"fillingdatecancellation";"cancellationreason";"city";"status";"productid";"modificationdate"
8426;"energy";"electricity";2000;2060;"2018-09-12";"2019-04-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-12-30"
8427;"energy";"electricity";2300;2331;"2020-04-26";"2020-07-01";"";"";"";"Augsburg";"indelivery";1000;"2020-05-30"
8428;"energy";"electricity";2100;2177;"2020-05-21";"2020-07-01";"";"";"";"Cologne";"indelivery";1002;"2020-06-01"
8429;"energy";"electricity";2400;2271;"2019-11-14";"2020-09-01";"";"";"";"Dortmund";"indelivery";1000;"2020-07-04"
8430;"energy";"gas";7600;7899;"2018-11-17";"2019-06-01";"";"";"";"Berlin";"indelivery";2000;"2020-05-29"
8431;"energy";"electricity";3000;"";"2019-01-12";"2019-02-01";"";"";"";"Duisburg";"indelivery";1001;"2019-12-19"
8432;"energy";"electricity";2800;3018;"2018-12-02";"2019-01-01";"2019-06-30";"2019-06-02";"fristgerecht durch Kunde";"Frankfurt";"terminated";1002;"2019-03-15"
8433;"energy";"electricity";2100;2062;"2020-04-30";"2020-08-01";"";"";"";"Regen";"indelivery";1000;"2020-09-23"
8434;"energy";"electricity";2100;2259;"2019-03-13";"2020-01-01";"";"";"";"Mannheim";"indelivery";1002;"2019-09-27"
8435;"energy";"electricity";2600;2541;"2018-01-29";"2018-02-01";"2019-12-31";"2019-11-29";"fristgerecht durch Kunde";"Marienberg";"terminated";1001;"2018-04-13"
8436;"energy";"electricity";2400;2618;"2019-01-17";"2019-02-01";"";"";"";"Würzburg";"indelivery";1001;"2019-01-25"
8437;"energy";"electricity";2300;2246;"2019-12-20";"2020-01-01";"";"";"";"Höxter";"indelivery";1002;"2020-06-01"
8438;"energy";"electricity";2700;2741;"2019-07-18";"2019-09-01";"";"";"";"Gera";"indelivery";1000;"2020-06-05"
8439;"energy";"gas";11000;11826;"2019-01-26";"2019-05-01";"";"";"";"Munich";"indelivery";2000;"2019-08-11"
8440;"energy";"electricity";2700;2900;"2018-06-17";"2018-11-01";"2019-07-31";"2019-07-03";"fristgerecht durch LichtBlick";"Dortmund";"terminated";1001;"2019-07-03"
8441;"energy";"electricity";2200;2096;"2019-08-11";"2019-11-01";"";"";"";"Duisburg";"indelivery";1001;"2020-01-02"
8442;"energy";"electricity";2600;2700;"2018-03-29";"2018-07-01";"2020-05-31";"2020-05-02";"fristgerecht durch LichtBlick";"Hamburg";"terminated";1002;"2019-07-23"
8443;"energy";"electricity";2700;2696;"2019-03-28";"2019-06-01";"";"";"";"Hamburg";"indelivery";1002;"2020-01-23"
8444;"energy";"electricity";2800;2693;"2020-02-07";"2020-08-01";"";"";"";"Dortmund";"indelivery";1000;"2020-05-28"
8445;"energy";"electricity";2600;2673;"2020-08-17";"2021-03-01";"";"";"";"Hamburg";"active";1001;"2020-08-20"
8446;"energy";"electricity";2400;2448;"2020-06-27";"2020-08-01";"";"";"";"Berlin";"indelivery";1002;"2020-09-14"
8447;"energy";"electricity";2800;3045;"2019-10-06";"2019-12-01";"";"";"";"Berlin";"indelivery";1000;"2020-08-05"
8448;"energy";"gas";9500;9968;"2018-10-13";"2019-04-01";"";"";"";"Frankfurt";"indelivery";2000;"2018-11-04"
8449;"energy";"electricity";2200;2379;"2019-10-23";"2020-03-01";"2020-04-30";"2020-04-02";"fristgerecht durch Kunde";"Munich";"terminated";1002;"2020-04-02"
8450;"energy";"electricity";2100;2241;"2018-08-15";"2019-03-01";"";"";"";"Peine";"indelivery";1002;"2018-12-14"
8451;"energy";"electricity";2200;2083;"2018-11-28";"2019-01-01";"";"";"";"Stuttgart";"indelivery";1000;"2019-07-06"
8452;"energy";"gas";10000;10102;"2018-02-21";"2018-05-01";"";"";"";"Fulda";"indelivery";2001;"2020-07-15"
8453;"energy";"electricity";2300;2491;"2019-05-06";"2020-01-01";"";"";"";"Frankfurt";"indelivery";1001;"2020-04-09"
8454;"energy";"electricity";2300;2282;"2018-05-09";"2019-03-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-08-17"
8455;"energy";"electricity";2800;2987;"2018-01-25";"2018-03-01";"2018-08-31";"2018-08-02";"fristgerecht durch Kunde";"Künzelsau";"terminated";1000;"2018-08-02"
8456;"energy";"electricity";2500;2603;"2018-05-03";"2018-06-01";"";"";"";"Dortmund";"indelivery";1001;"2019-02-20"
8457;"energy";"gas";9400;8912;"2018-07-11";"2018-12-01";"";"";"";"Freiburg";"indelivery";2000;"2020-04-28"
8458;"energy";"electricity";2500;"";"2018-05-18";"2018-12-01";"2018-12-01";"2020-03-01";"Wiederruf";"Kassel";"terminated";1000;"2019-11-25"
8459;"energy";"electricity";2500;2368;"2018-04-27";"2018-07-01";"";"";"";"Hamburg";"indelivery";1002;"2018-08-20"
8460;"energy";"electricity";2900;2956;"2018-12-28";"2019-03-01";"";"";"";"Cologne";"indelivery";1000;"2019-01-04"
8461;"energy";"electricity";2400;2370;"2019-05-19";"2019-06-01";"2020-07-31";"2020-06-30";"Umzug";"Essen";"terminated";1002;"2019-10-20"
8462;"energy";"electricity";2900;2849;"2020-02-20";"2020-05-01";"";"";"";"Oldenburg";"indelivery";1002;"2020-06-28"
8463;"energy";"electricity";2600;2464;"2020-05-25";"2020-09-01";"";"";"";"Gifhorn";"indelivery";1002;"2020-07-18"
8464;"energy";"electricity";2000;1917;"2019-02-26";"2019-04-01";"";"";"";"Berlin";"indelivery";1000;"2019-03-28"
8465;"energy";"electricity";2700;2597;"2020-05-18";"2020-08-01";"2020-08-01";"2020-12-03";"Wiederruf";"Dresden";"terminated";1001;"2020-06-29"
8466;"energy";"electricity";2200;2140;"2020-02-05";"2020-03-01";"2020-07-31";"2020-07-02";"Umzug";"Hamburg";"terminated";1002;"2020-07-02"
8467;"energy";"electricity";2000;2192;"2018-12-01";"2019-01-01";"";"";"";"Berlin";"indelivery";1000;"2019-04-28"
8468;"energy";"electricity";2500;2553;"2020-01-22";"2020-06-01";"";"";"";"Leipzig";"indelivery";1002;"2020-06-03"
8469;"energy";"electricity";2400;2581;"2019-09-22";"2020-02-01";"2020-03-31";"2020-02-27";"fristgerecht durch Kunde";"Wuppertal";"terminated";1000;"2019-12-11"
8470;"energy";"electricity";2300;2167;"2020-04-19";"2020-06-01";"";"";"";"Berlin";"indelivery";1002;"2020-09-11"
8471;"energy";"electricity";2100;2162;"2018-04-02";"2018-07-01";"2018-07-01";"2018-12-03";"Wiederruf";"Wiesbaden";"terminated";1001;"2018-12-03"
8472;"energy";"electricity";2400;2373;"2019-12-18";"2020-05-01";"";"";"";"Bremerhaven";"indelivery";1002;"2020-02-03"
8473;"energy";"electricity";2200;2140;"2019-03-25";"2019-12-01";"";"";"";"Mannheim";"indelivery";1000;"2020-07-06"
8474;"energy";"electricity";2100;2119;"2019-09-07";"2020-01-01";"";"";"";"Wuppertal";"indelivery";1002;"2020-03-28"
8475;"energy";"electricity";2700;2892;"2018-10-10";"2018-11-01";"2019-04-30";"2019-04-01";"fristgerecht durch Kunde";"Berlin";"terminated";1000;"2019-04-01"
8476;"energy";"electricity";2400;2405;"2018-09-03";"2019-01-01";"2019-12-31";"2019-12-03";"fristgerecht durch Kunde";"Leipzig";"terminated";1001;"2019-12-03"
8477;"energy";"electricity";2500;2670;"2018-08-06";"2019-02-01";"";"";"";"Munich";"indelivery";1002;"2020-08-02"
8478;"energy";"electricity";2300;2271;"2018-06-24";"2019-05-01";"";"";"";"Regensburg";"indelivery";1000;"2019-05-29"
8479;"energy";"electricity";2100;1990;"2018-05-01";"2018-06-01";"";"";"";"Bonn";"indelivery";1000;"2019-04-02"
8480;"energy";"electricity";2800;2838;"2018-12-27";"2019-12-01";"";"";"";"Meppen";"indelivery";1001;"2020-05-04"
8481;"energy";"electricity";2900;2852;"2020-05-04";"2020-08-01";"";"";"";"Lübeck";"indelivery";1001;"2020-07-04"
8482;"energy";"electricity";2500;2483;"2018-10-18";"2020-01-01";"";"";"";"Munich";"indelivery";1000;"2018-12-30"
8483;"energy";"electricity";2900;2920;"2020-01-23";"2020-02-01";"";"";"";"Potsdam";"indelivery";1002;"2020-03-27"
8484;"energy";"electricity";2100;2143;"2018-11-25";"2019-02-01";"2019-02-01";"2020-10-28";"Wiederruf";"Bonn";"terminated";1002;"2019-11-15"
8485;"energy";"electricity";2300;2304;"2019-07-10";"2019-10-01";"";"";"";"Berlin";"indelivery";1001;"2020-04-17"
8486;"energy";"electricity";2300;2477;"2018-04-28";"2018-07-01";"";"";"";"Dortmund";"indelivery";1002;"2020-03-14"
8487;"energy";"electricity";2700;2882;"2018-06-20";"2018-07-01";"";"";"";"Bremen";"indelivery";1002;"2020-05-16"
8488;"energy";"electricity";2900;3076;"2018-02-02";"2018-03-01";"";"";"";"Lübeck";"indelivery";1001;"2020-09-03"
8489;"energy";"electricity";2600;2674;"2018-01-29";"2018-02-01";"";"";"";"Marienberg";"indelivery";1000;"2018-08-27"
8490;"energy";"electricity";2300;2316;"2018-11-20";"2019-03-01";"";"";"";"Hamburg";"indelivery";1000;"2020-05-04"
8491;"energy";"gas";10600;10382;"2018-10-30";"2019-05-01";"";"";"";"Gera";"indelivery";2001;"2020-04-07"
8492;"energy";"electricity";2700;2578;"2019-01-26";"2019-03-01";"";"";"";"Mainz";"indelivery";1001;"2019-04-24"
8493;"energy";"electricity";2900;2800;"2020-02-13";"2020-08-01";"";"";"";"Düsseldorf";"indelivery";1000;"2020-04-28"
8494;"energy";"electricity";2900;2789;"2020-02-08";"2020-05-01";"";"";"";"Amberg";"indelivery";1000;"2020-05-26"
8495;"energy";"electricity";2600;2560;"2019-08-26";"2020-01-01";"2020-04-30";"2020-04-02";"Umzug";"Leverkusen";"terminated";1002;"2019-11-18"
8496;"energy";"electricity";2300;2176;"2018-05-21";"2018-07-01";"";"";"";"Oranienburg";"indelivery";1002;"2019-06-24"
8497;"energy";"electricity";2700;2889;"2019-04-29";"2019-07-01";"";"";"";"Düsseldorf";"indelivery";1001;"2020-02-10"
8498;"energy";"electricity";2600;2649;"2018-02-18";"2018-10-01";"2019-06-30";"2019-06-01";"Umzug";"Bottrop";"terminated";1000;"2018-12-12"
8499;"energy";"electricity";2200;2311;"2019-08-13";"2020-01-01";"";"";"";"Hamburg";"indelivery";1001;"2020-09-15"
8500;"energy";"electricity";2600;2542;"2018-02-22";"2018-03-01";"";"";"";"Dortmund";"indelivery";1000;"2019-07-01"
8501;"energy";"electricity";2700;"";"2019-04-10";"2019-10-01";"";"";"";"Dortmund";"indelivery";1001;"2020-09-20"
8502;"energy";"electricity";2600;2696;"2020-02-12";"2020-04-01";"";"";"";"Hannover";"indelivery";1002;"2020-09-20"
8503;"energy";"electricity";2200;2290;"2018-09-18";"2018-11-01";"";"";"";"Munich";"indelivery";1000;"2019-10-19"
8504;"energy";"gas";8400;7999;"2019-05-14";"2020-03-01";"";"";"";"Leipzig";"indelivery";2001;"2020-06-05"
8505;"energy";"gas";11500;12096;"2018-02-20";"2018-06-01";"2018-06-01";"2020-02-01";"Wiederruf";"Braunschweig";"terminated";2001;"2018-07-17"
8506;"energy";"electricity";2800;3035;"2018-03-03";"2018-07-01";"";"";"";"Herzberg";"indelivery";1000;"2018-07-16"
8507;"energy";"electricity";2000;2029;"2020-08-14";"2020-10-01";"";"";"";"Munich";"indelivery";1000;"2020-09-06"
8508;"energy";"electricity";2800;"";"2019-10-31";"2020-09-01";"";"";"";"Stuttgart";"indelivery";1000;"2020-06-22"
8509;"energy";"electricity";2100;2060;"2020-07-11";"2020-09-01";"";"";"";"Düsseldorf";"indelivery";1002;"2020-09-26"
8510;"energy";"electricity";2800;2976;"2019-07-09";"2019-09-01";"";"";"";"Berlin";"indelivery";1001;"2020-04-17"
8511;"energy";"gas";11000;10568;"2020-01-17";"2020-02-01";"2020-07-31";"2020-07-01";"fristgerecht durch Kunde";"Dortmund";"terminated";2000;"2020-05-20"
8512;"energy";"electricity";2800;2852;"2020-04-11";"2020-07-01";"";"";"";"Marienberg";"indelivery";1000;"2020-06-16"
8513;"energy";"electricity";2900;2911;"2019-04-01";"2019-05-01";"";"";"";"Duisburg";"indelivery";1001;"2020-07-17"
8514;"energy";"electricity";2000;2034;"2020-08-13";"2021-03-31";"";"";"";"Dresden";"active";1000;"2020-10-07"
8515;"energy";"electricity";2400;"";"2020-01-21";"2020-03-01";"2020-09-30";"2020-08-29";"fristgerecht durch LichtBlick";"Hamburg";"terminated";1000;"2020-06-02"
8516;"energy";"electricity";2800;2815;"2020-09-22";"2021-04-01";"";"";"";"Munich";"active";1000;"2020-09-30"
8517;"energy";"electricity";2700;2734;"2018-11-03";"2019-02-01";"2020-10-31";"2020-09-30";"fristgerecht durch Kunde";"Cologne";"cancelled";1002;"2019-04-12"
8518;"energy";"electricity";2700;2882;"2019-06-22";"2019-08-01";"";"";"";"Freiburg";"indelivery";1001;"2019-11-18"
8519;"energy";"electricity";2700;2813;"2020-01-05";"2021-01-01";"";"";"";"Leipzig";"active";1002;"2020-02-27"
8520;"energy";"electricity";2800;2634;"2018-07-19";"2018-11-01";"2020-02-29";"2020-02-01";"Umzug";"Hamburg";"terminated";1002;"2019-09-09"
8521;"energy";"electricity";1900;1975;"2020-07-24";"2020-10-01";"";"";"";"Cologne";"indelivery";1000;"2020-08-02"
8522;"energy";"electricity";2500;2483;"2019-11-26";"2020-03-01";"";"";"";"Saarbrücken";"indelivery";1002;"2020-01-13"
8523;"energy";"gas";11700;"";"2020-02-01";"2020-04-01";"";"";"";"Altchemnitz";"indelivery";2000;"2020-06-25"
8524;"energy";"electricity";2700;2890;"2018-02-17";"2018-07-01";"2019-04-30";"2019-03-31";"Umzug";"Wuppertal";"terminated";1001;"2019-03-31"
8525;"energy";"electricity";2900;2839;"2019-11-19";"2020-01-01";"2020-05-31";"2020-05-03";"fristgerecht durch Kunde";"Essen";"terminated";1001;"2019-12-17"
8526;"energy";"electricity";2400;2345;"2018-01-07";"2018-04-01";"";"";"";"Freiburg";"indelivery";1002;"2018-01-28"
8527;"energy";"electricity";2300;2452;"2018-05-28";"2018-08-01";"";"";"";"Amberg";"indelivery";1000;"2018-08-23"
8528;"energy";"gas";9960.3;10350.057999999999;"2020-01-29";"2020-07-01";"2020-11-30";"2020-11-02";"fristgerecht durch Kunde";"Hamburg";"cancelled";2000;"2020-10-09"
8529;"energy";"electricity";2500;2438;"2018-08-15";"2018-12-01";"";"";"";"Stuttgart";"indelivery";1001;"2018-11-25"
8530;"energy";"electricity";2000;2094;"2019-04-03";"2020-09-01";"";"";"";"Jena";"indelivery";1000;"2019-07-08"
8531;"energy";"gas";9000;9116;"2018-10-18";"2019-02-01";"";"";"";"Gera";"indelivery";2001;"2019-11-02"
8532;"energy";"electricity";2300;"";"2019-03-17";"2019-04-01";"";"";"";"Frankfurt";"indelivery";1000;"2020-08-23"
8533;"energy";"electricity";2300;2315;"2019-07-27";"2019-10-01";"";"";"";"Stuttgart";"indelivery";1001;"2019-10-11"
8534;"energy";"electricity";2600;2541;"2019-07-07";"2019-08-01";"";"";"";"Munich";"indelivery";1002;"2019-12-08"
8535;"energy";"gas";9600;9793;"2020-09-30";"2020-11-01";"";"";"";"Wuppertal";"active";2001;"2020-09-30"
8536;"energy";"electricity";2100;2077;"2019-07-27";"2019-09-01";"";"";"";"Berlin";"indelivery";1001;"2020-09-21"
8537;"energy";"electricity";2200;2180;"2018-06-30";"2019-01-01";"";"";"";"Kassel";"indelivery";1002;"2018-12-28"
8538;"energy";"electricity";2300;2390;"2018-07-14";"2018-10-01";"2018-10-01";"2020-10-30";"Wiederruf";"Neu-Ulm";"terminated";1000;"2020-01-25"
8539;"energy";"electricity";2900;2806;"2020-06-27";"2020-07-01";"";"";"";"Dortmund";"indelivery";1000;"2020-09-09"
8540;"energy";"electricity";2100;2003;"2019-04-08";"2020-02-01";"";"";"";"Hamburg";"indelivery";1002;"2020-05-27"
8541;"energy";"electricity";2800;2854;"2018-09-01";"2018-10-01";"";"";"";"Leipzig";"indelivery";1001;"2019-07-01"
8542;"energy";"electricity";2800;2755;"2020-05-04";"2020-08-01";"";"";"";"Würzburg";"indelivery";1000;"2020-06-24"
8543;"energy";"electricity";2800;2903;"2020-03-09";"2020-07-01";"";"";"";"Frankfurt";"indelivery";1001;"2020-08-01"
8544;"energy";"electricity";2600;2533;"2020-07-25";"2020-10-01";"";"";"";"Ingolstadt";"indelivery";1002;"2020-09-19"
8545;"energy";"electricity";2100;2240;"2020-04-02";"2020-06-01";"";"";"";"Düsseldorf";"indelivery";1002;"2020-09-05"
8546;"energy";"electricity";2700;2769;"2019-03-20";"2019-07-01";"";"";"";"Augsburg";"indelivery";1001;"2020-08-15"
8547;"energy";"electricity";2700;2856;"2019-07-23";"2020-01-01";"2020-10-31";"2020-10-02";"fristgerecht durch LichtBlick";"Munich";"cancelled";1002;"2020-01-09"
8548;"energy";"electricity";2500;2647;"2018-03-16";"2018-06-01";"";"";"";"Siegburg";"indelivery";1000;"2020-06-07"
8549;"energy";"gas";8200;8145;"2019-12-18";"2020-01-01";"2020-07-31";"2020-07-03";"fristgerecht durch Kunde";"Wuppertal";"terminated";2001;"2020-07-03"
8550;"energy";"electricity";2400;2514;"2019-01-31";"2019-03-01";"";"";"";"Berlin";"indelivery";1001;"2019-07-22"
8551;"energy";"electricity";2800;2769;"2018-04-09";"2018-07-01";"";"";"";"Hamburg";"indelivery";1001;"2019-03-06"
8552;"energy";"electricity";2600;2671;"2019-11-14";"2020-05-01";"";"";"";"Bielefeld";"indelivery";1002;"2020-06-04"
8553;"energy";"electricity";2400;2507;"2019-07-07";"2020-07-01";"";"";"";"Hamburg";"indelivery";1001;"2020-02-24"
8554;"energy";"electricity";2400;2532;"2018-03-07";"2018-04-01";"2018-04-01";"2018-07-02";"Wiederruf";"Hamburg";"terminated";1002;"2018-07-02"
8555;"energy";"electricity";2900;2896;"2019-01-07";"2019-04-01";"";"";"";"Marienberg";"indelivery";1002;"2020-06-16"
8556;"energy";"electricity";2800;2782;"2020-01-30";"2020-02-01";"";"";"";"Heidelberg";"indelivery";1000;"2020-06-17"
8557;"energy";"electricity";2200;2223;"2020-01-02";"2020-04-01";"";"";"";"Duisburg";"indelivery";1001;"2020-05-26"
8558;"energy";"electricity";2500;2645;"2019-08-31";"2019-10-01";"";"";"";"Berlin";"indelivery";1000;"2020-03-12"
8559;"energy";"electricity";2500;2506;"2018-04-17";"2018-10-01";"";"";"";"Saalfeld";"indelivery";1000;"2019-01-13"
8560;"energy";"gas";10400;10586;"2019-09-04";"2019-11-01";"2020-07-31";"2020-07-01";"fristgerecht durch Kunde";"Hamburg";"terminated";2001;"2019-12-11"
8561;"energy";"gas";10800;11271;"2020-07-23";"2021-01-01";"";"";"";"Berlin";"active";2000;"2020-09-30"
8562;"energy";"electricity";2900;2903;"2018-12-12";"2019-04-01";"";"";"";"Ulm";"indelivery";1002;"2019-09-30"
8563;"energy";"electricity";2900;3119;"2018-08-17";"2018-09-01";"";"";"";"Duisburg";"indelivery";1001;"2019-07-22"
8564;"energy";"electricity";2600;"";"2019-01-11";"2019-02-01";"2019-02-01";"2020-04-02";"Wiederruf";"Rosenheim";"terminated";1000;"2019-07-30"
8565;"energy";"electricity";2700;2548;"2018-01-30";"2018-07-01";"";"";"";"Homberg";"indelivery";1002;"2018-03-07"
8566;"energy";"electricity";2100;2231;"2020-04-28";"2020-06-01";"";"";"";"Frankfurt";"indelivery";1002;"2020-05-27"
8567;"energy";"electricity";2200;2193;"2019-09-28";"2019-11-01";"";"";"";"Wolfenbüttel";"indelivery";1001;"2020-09-04"
8568;"energy";"electricity";2700;2652;"2020-04-01";"2020-11-01";"";"";"";"Cologne";"active";1002;"2020-08-11"
8569;"energy";"gas";11800;12707;"2020-01-26";"2020-06-01";"";"";"";"Freiberg";"indelivery";2001;"2020-03-03"
8570;"energy";"electricity";2800;2993;"2019-06-20";"2019-08-01";"";"";"";"Düsseldorf";"indelivery";1002;"2019-10-29"
8571;"energy";"electricity";2100;2060;"2020-05-10";"2020-08-01";"";"";"";"Wiesbaden";"indelivery";1000;"2020-06-16"
8572;"energy";"electricity";2500;2649;"2019-11-21";"2020-02-01";"2020-10-31";"2020-10-01";"fristgerecht durch LichtBlick";"Cottbus";"cancelled";1000;"2020-08-22"
8573;"energy";"electricity";2700;"";"2020-05-28";"2020-06-01";"";"";"";"Rostock";"indelivery";1001;"2020-05-29"
8574;"energy";"electricity";2100;2113;"2019-06-06";"2019-07-01";"";"";"";"Jena";"indelivery";1001;"2020-02-17"
8575;"energy";"electricity";2100;2176;"2019-10-27";"2020-09-01";"";"";"";"Stuttgart";"indelivery";1001;"2020-02-23"
8576;"energy";"electricity";2100;2191;"2018-09-01";"2018-10-01";"";"";"";"Berlin";"indelivery";1000;"2020-06-09"
8577;"energy";"electricity";2100;2149;"2020-01-24";"2020-08-01";"";"";"";"Mainz";"indelivery";1000;"2020-04-14"
8578;"energy";"electricity";2300;2425;"2018-09-09";"2018-11-01";"2020-09-30";"2020-08-31";"Umzug";"Göttingen";"terminated";1002;"2018-09-27"
8579;"energy";"electricity";2700;2672;"2020-09-11";"2021-01-01";"";"";"";"Freiburg";"active";1001;"2020-09-16"
8580;"energy";"electricity";2300;2413;"2020-07-09";"2021-02-01";"";"";"";"Duisburg";"active";1002;"2020-07-30"
8581;"energy";"electricity";3000;3086;"2019-11-10";"2020-01-01";"";"";"";"Koblenz";"indelivery";1002;"2020-01-30"
8582;"energy";"electricity";2600;2487;"2018-03-28";"2018-06-01";"";"";"";"Mannheim";"indelivery";1002;"2018-06-19"
8583;"energy";"electricity";2700;2659;"2020-01-26";"2020-02-01";"";"";"";"Stuttgart";"indelivery";1002;"2020-07-25"
8584;"energy";"electricity";3000;2963;"2019-11-14";"2020-05-01";"";"";"";"Rostock";"indelivery";1002;"2019-12-22"
8585;"energy";"electricity";2600;2708;"2018-03-11";"2018-07-01";"2018-10-31";"2018-10-02";"fristgerecht durch Kunde";"Münster";"terminated";1002;"2018-10-02"
8586;"energy";"gas";11300;11474;"2018-05-29";"2018-08-01";"";"";"";"Hamburg";"indelivery";2001;"2019-09-05"
8587;"energy";"gas";9500;9034;"2020-03-18";"2020-08-01";"";"";"";"Dresden";"indelivery";2000;"2020-07-17"
8588;"energy";"electricity";2200;2278;"2020-08-11";"2020-10-01";"";"";"";"Gießen";"indelivery";1000;"2020-09-13"
8589;"energy";"electricity";2000;2121;"2019-03-22";"2019-06-01";"";"";"";"Koblenz";"indelivery";1002;"2020-08-30"
8590;"energy";"electricity";2900;2968;"2018-12-01";"2019-01-01";"2019-06-30";"2019-05-30";"fristgerecht durch Kunde";"Forchheim";"terminated";1002;"2019-05-30"
8591;"energy";"electricity";2500;2354;"2019-02-28";"2019-07-01";"2020-02-29";"2020-01-31";"fristgerecht durch LichtBlick";"Mannheim";"terminated";1001;"2019-10-28"
8592;"energy";"electricity";2100;2093;"2018-08-06";"2018-09-01";"2019-06-30";"2019-06-01";"fristgerecht durch LichtBlick";"Göttingen";"terminated";1000;"2019-06-01"
8593;"energy";"electricity";2500;2700;"2019-09-26";"2019-10-01";"";"";"";"Kusel";"indelivery";1001;"2020-07-27"
8594;"energy";"electricity";2300;2236;"2019-03-05";"2019-06-01";"2020-09-30";"2020-09-01";"fristgerecht durch LichtBlick";"Lübeck";"terminated";1001;"2020-08-29"
8595;"energy";"electricity";2300;2208;"2018-12-01";"2019-03-01";"";"";"";"Saalfeld";"indelivery";1002;"2020-03-08"
8596;"energy";"electricity";2000;1982;"2018-11-01";"2018-12-01";"";"";"";"Munich";"indelivery";1002;"2019-09-04"
8597;"energy";"electricity";3000;3116;"2020-02-21";"2020-04-01";"";"";"";"Erlangen";"indelivery";1001;"2020-06-20"
8598;"energy";"electricity";2600;2715;"2019-08-15";"2019-12-01";"";"";"";"Waldshut-Tiengen";"indelivery";1002;"2020-01-21"
8599;"energy";"gas";11400;10917;"2019-09-15";"2019-10-01";"";"";"";"Wuppertal";"indelivery";2000;"2019-12-02"
8600;"energy";"electricity";2300;2220;"2018-08-21";"2018-12-01";"";"";"";"Hamburg";"indelivery";1001;"2019-10-10"
8601;"energy";"electricity";2500;2398;"2020-05-27";"2020-07-01";"";"";"";"Berlin";"indelivery";1002;"2020-07-28"
8602;"energy";"gas";10000;9546;"2019-05-28";"2019-12-01";"";"";"";"Berlin";"indelivery";2001;"2020-02-16"
8603;"energy";"electricity";2200;2071;"2018-06-02";"2018-11-01";"2019-07-31";"2019-07-02";"fristgerecht durch LichtBlick";"Freiburg";"terminated";1001;"2019-07-02"
8604;"energy";"gas";10300;10590;"2020-05-19";"2020-06-01";"";"";"";"Münster";"indelivery";2000;"2020-09-25"
8605;"energy";"electricity";2700;"";"2019-03-25";"2019-10-01";"";"";"";"Hamburg";"indelivery";1002;"2019-04-15"
8606;"energy";"electricity";2000;1968;"2018-12-13";"2019-04-01";"";"";"";"Karlsruhe";"indelivery";1002;"2019-10-21"
8607;"energy";"electricity";2300;2399;"2020-01-11";"2020-02-01";"";"";"";"Berlin";"indelivery";1000;"2020-07-18"
8608;"energy";"gas";10800;10514;"2018-10-09";"2019-05-01";"";"";"";"Dresden";"indelivery";2001;"2020-08-10"
8609;"energy";"electricity";3000;2922;"2019-12-04";"2020-01-01";"";"";"";"Tauberbischofsheim";"indelivery";1000;"2020-07-20"
8610;"energy";"electricity";2300;2496;"2019-09-17";"2020-02-01";"";"";"";"Hannover";"indelivery";1002;"2020-08-08"
8611;"energy";"electricity";2700;2638;"2018-01-20";"2018-04-01";"2019-02-28";"2019-01-31";"fristgerecht durch Kunde";"Hannover";"terminated";1000;"2019-01-31"
8612;"energy";"gas";10000;"";"2019-09-14";"2020-01-01";"2020-01-01";"2020-03-01";"Wiederruf";"Bonn";"terminated";2001;"2020-03-01"
8613;"energy";"electricity";2400;2278;"2019-04-21";"2019-09-01";"";"";"";"Karlsruhe";"indelivery";1000;"2020-04-24"
8614;"energy";"electricity";2700;2782;"2020-03-10";"2020-06-01";"2020-06-01";"2020-09-24";"Wiederruf";"Essen";"terminated";1001;"2020-08-14"
8615;"energy";"electricity";2100;2144;"2018-05-19";"2018-08-01";"2019-01-31";"2019-01-03";"Umzug";"Berlin";"terminated";1001;"2019-01-03"
8616;"energy";"electricity";2700;2910;"2020-04-12";"2020-07-01";"";"";"";"Berlin";"indelivery";1000;"2020-08-06"
8617;"energy";"electricity";2700;2849;"2018-03-04";"2018-07-01";"2018-07-01";"2019-01-02";"Wiederruf";"Fürth";"terminated";1001;"2019-01-02"
8618;"energy";"electricity";2500;2628;"2020-08-28";"2020-11-01";"";"";"";"Munich";"active";1000;"2020-09-24"
8619;"energy";"electricity";2700;2918;"2018-10-09";"2019-01-01";"";"";"";"Bad Kissingen";"indelivery";1000;"2019-06-10"
8620;"energy";"gas";10700;10470;"2020-04-19";"2020-06-01";"";"";"";"Gera";"indelivery";2001;"2020-05-01"
8621;"energy";"electricity";2600;2438;"2018-02-11";"2018-03-01";"";"";"";"Essen";"indelivery";1002;"2018-06-04"
8622;"energy";"gas";9300;8857;"2018-02-03";"2018-05-01";"";"";"";"Saarbrücken";"indelivery";2000;"2019-03-25"
8623;"energy";"gas";9600;9853;"2018-03-31";"2019-04-01";"";"";"";"Kassel";"indelivery";2000;"2019-12-12"
8624;"energy";"electricity";2600;2810;"2019-05-08";"2020-03-01";"";"";"";"Hamburg";"indelivery";1000;"2020-08-06"
8625;"energy";"electricity";2100;2110;"2020-03-16";"2021-05-01";"";"";"";"Dresden";"active";1001;"2020-10-07"
8626;"energy";"gas";10400;11168;"2020-04-17";"2020-06-01";"";"";"";"Hamburg";"indelivery";2000;"2020-08-04"
